,Name,Actual_Postion,Predicted_Postion
15616,D. Aravena,CM,CM
15617,M. Maureira,CDM,RB
15618,Vidorreta,CM,CM
15619,J. Rojas,GK,GK
15620,R. Opruț,LB,RB
15621,L. Gabbichler,LM,CM
15622,J. Tré,RB,LB
15623,S. Perilli,GK,GK
15624,J. Debayo,LB,RB
15625,J. Doherty,LB,LB
15626,F. Lesniak,CM,CM
15627,G. Berggren,CM,CM
15628,A. Södlund,RW,CM
15629,C. Guy,CM,CM
15630,H. Ascroft,CB,CB
15631,F. Ronstadt,RB,RB
15632,Z. de la Paz,GK,GK
15633,M. Šarkić,GK,GK
15634,C. Kelly,CB,CB
15635,J. Kristoffersen,ST,ST
15636,T. Abdullah,RB,RB
15637,K. Velde,ST,ST
15638,A. Kecskés,CB,CB
15639,A. Sosa,GK,GK
15640,D. Martinović,ST,ST
15641,K. Ødemarksbakken,LM,RM
15642,M. Spasić,LB,LB
15643,A. Camara,CB,CB
15644,D. Chambost,CAM,CAM
15645,N. Sommer,RB,RB
15646,R. Hove,CB,CB
15647,B. Rojas,ST,ST
15648,A. Ureche,GK,GK
15649,F. Rüdlin,CDM,CM
15650,N. Galle,LB,LB
15651,C. Euschen,ST,ST
15652,D. Dugourd,ST,ST
15653,C. Gyeboaho,CM,CM
15654,R. Sila,LM,ST
15655,S. Long,RB,RB
15656,R. Stewart,GK,GK
15657,J. Bridge,CAM,CAM
15658,N. Sandberg,CM,CM
15659,N. Anderton,LB,CB
15660,M. Gonçalves,RB,RB
15661,L. Sutton,CM,CM
15662,F. Lauenborg,CM,CM
15663,A. Di Grazia,RW,ST
15664,R. de Vos,CM,CM
15665,K. Sugimori,LM,RM
15666,Oh In-Pyo,RM,ST
15667,Gui Hong,ST,ST
15668,P. Gartler,GK,GK
15669,C. Odoi-Atsem,RB,LB
15670,S. Al Khayri,RB,RB
15671,J. Pantemis,GK,GK
15672,J. Córdova,RB,RB
15673,Yang Liyu,RM,CAM
15674,S. Sørløkk,CM,CM
15675,S. Amin,CM,CM
15676,M. Pattier,GK,GK
15677,A. de Jong,CF,ST
15678,Kim Tae Han,CB,CB
15679,P. Patron,GK,GK
15680,A. Hansen,RB,RB
15681,Adrià López,CM,CM
15682,A. Gutman,LB,RB
15683,M. Mohammed,ST,ST
15684,A. Ouhafsa,ST,ST
15685,J. Bumbu,CM,CM
15686,S. Al Abbas,ST,ST
15687,R. Behounek,CB,CB
15688,J. Bojang,RW,RM
15689,B. Goodship,ST,ST
15690,M. Jay,ST,ST
15691,E. Salles,GK,GK
15692,F. Sollacaro,GK,GK
15693,P. Johansson,RWB,RM
15694,A. Al Ruhaili,GK,GK
15695,J. Coustrain,RM,RM
15696,M. Hudson,GK,GK
15697,M. Mathisen,CM,CM
15698,G. Mells,CM,CM
15699,A. Quintana,GK,GK
15700,N. Baeza,LB,CM
15701,Liu Yang,LB,RB
15702,R. Menayese,CB,CB
15703,M. Al Shahrani,RM,CM
15704,N. Jackson,ST,ST
15705,M. Kamenz,GK,GK
15706,S. Tanasijević,CB,CB
15707,M. Sylla,CDM,CDM
15708,M. Burruchaga,CM,CM
15709,A. Perez,RW,ST
15710,R. Trif,LB,LB
15711,M. Chelaru,CM,CM
15712,J. Papeau,CAM,CAM
15713,L. Vella,RM,RM
15714,M. Mawa,ST,ST
15715,T. Chunchukov,ST,ST
15716,J. Gottesman,CDM,CDM
15717,H. Hope,CF,ST
15718,D. Blazevic,GK,GK
15719,E. Whitehouse,CM,CM
15720,S. Scognamillo,CB,LB
15721,J. Jones,CDM,CM
15722,K. Callan-McFadden,CB,CB
15723,M. Crocombe,GK,GK
15724,C. Villanueva,RB,CDM
15725,D. Richards,GK,GK
15726,Érico Sousa,LM,RM
15727,P. Milde,LM,RM
15728,A. Dales,LM,RM
15729,J. Brattberg,GK,GK
15730,Han Rongze,GK,GK
15731,Kim Gyeong Jae,CB,RB
15732,Y. Wakizaka,CM,CM
15733,Y. Akiyama,LB,LB
15734,K. Partida,LB,RB
15735,L. Corbu,RB,RB
15736,V. Dragsnes,LB,CM
15737,B. McDriscoll,GK,GK
15738,A. Monksfield,LWB,LB
15739,V. Yuel,RW,RM
15740,C. Häusl,CB,CB
15741,J. Sánchez,CM,CM
15742,T. Egert,CB,CB
15743,S. Sahiti,RM,RM
15744,A. McCarey,GK,GK
15745,Kwon Tae Ahn,GK,GK
15746,R. Cornwall,CB,CB
15747,Álex Portillo,CB,RB
15748,D. Carr,ST,ST
15749,A. Ceesay,ST,ST
15750,J. Rasheed,GK,GK
15751,Chu Jinzhao,CB,CDM
15752,Gao Jiarun,CB,CM
15753,Wang Peng,CB,CB
15754,E. Osadebe,CM,CM
15755,S. Kaya,ST,ST
15756,A. Nadesan,ST,ST
15757,T. Brewitt,CB,CB
15758,S. Seferings,CAM,LM
15759,Y. Orozco,CM,CM
15760,Liu Yun,RM,RM
15761,Y. Omar,ST,ST
15762,L. Mickels,LM,ST
15763,J. Tunnicliffe,CB,CB
15764,R. Crawford,CM,CM
15765,S. Dikmen,CDM,CDM
15766,J. McLaughlin,CM,CM
15767,L. Forte,ST,ST
15768,S. Al Sharif,CDM,CDM
15769,O. Sterling-James,RM,RM
15770,J. Lyden,CM,CM
15771,Zhang Yi,CM,CM
15772,Park Byung Hyun,CB,CB
15773,A. Al Shamrani,CB,CB
15774,M. Eid,ST,ST
15775,D. Sánchez,LB,RB
15776,E. Østensen,ST,ST
15777,S. Folan,CB,CB
15778,J. Melling,CDM,CDM
15779,M. Rozwandowicz,CB,CDM
15780,Park Yong Ji,ST,LM
15781,Du Jia,GK,GK
15782,Zhang Wei,LB,RB
15783,A. DeJohn,CB,CB
15784,N. Zulciak,CAM,RM
15785,R. Michibuchi,RM,RM
15786,K. Szymański,GK,GK
15787,D. Leverock,CB,CB
15788,A. Cobrea,GK,GK
15789,I. Levchenko,GK,GK
15790,M. Halstead,GK,GK
15791,M. Ivanov,GK,GK
15792,A. Dawson,RM,RM
15793,F. Mveng,CM,CM
15794,G. Shaw,ST,ST
15795,V. Oliver,ST,ST
15796,B. Cevahir,LB,CDM
15797,D. Clarke,LM,RM
15798,C. McAleer,RM,RM
15799,J. Ingham,RW,RM
15800,B. Kalinkowski,CDM,CM
15801,Lü Haidong,LB,RB
15802,Wang Qiuming,LM,RM
15803,D. Al Saeed,GK,GK
15804,R. Peña,RB,LB
15805,K. Athiu,ST,ST
15806,P. O'Vich,ST,ST
15807,K. Heemskerk,GK,GK
15808,N. Ouammou,LM,RM
15809,V. Boral,GK,GK
15810,J. Ibehre,ST,ST
15811,S. Russell,GK,GK
15812,M. Gurski,GK,GK
15813,P. Cherrie,GK,GK
15814,C. Beardsley,ST,ST
15815,A. Bennett,CB,CB
15816,I. Miller,ST,ST
15817,E. Zeneli,LW,CAM
15818,G. Ruíz,GK,GK
15819,K. Browne,CB,CB
15820,Ai Zhibo,CB,CB
15821,Yao Hanlin,CAM,CM
15822,Tan Wangsong,RB,CM
15823,C. Mfuyi,CB,CDM
15824,J. Martin,LB,LB
15825,J. Turley,CB,CB
15826,S. Duggan,CM,CM
15827,D. Webster,CB,CB
15828,T. Miyazaki,LM,CM
15829,Ahn Seong Nam,CDM,CM
15830,G. Gillespie,CM,RB
15831,Ha Sung Min,CM,CM
15832,K. Devaney,LM,LM
15833,A. Riemann,LM,RM
15834,M. Kozioł,GK,GK
15835,S. Al Dosari,RM,RM
15836,M. Al Burayh,CB,CB
15837,Lee Sang Hyeob,CM,CM
15838,O. Ashoor,RB,RB
15839,M. Al Wakid,GK,GK
15840,Bae Seung Jin,CDM,CB
15841,Shi Liang,CM,CM
15842,Jin Pengxiang,RB,CB
15843,Yang Boyu,CB,CB
15844,Sun Bo,LW,RM
15845,Zhang Yuan,RB,RB
15846,F. Al Marwani,CB,CB
15847,Zhang Lu,RM,RM
15848,A. Ablet,LWB,CM
15849,Li Chao,CB,CB
15850,C. Coll,LB,LB
15851,Song Wenjie,RM,RM
15852,A. Albers,ST,ST
15853,E. Sivertsen,LB,RB
15854,Y. Nishibe,GK,GK
15855,S. Beyaz,LM,RM
15856,Song Long,RB,RB
15857,D. Fitzpatrick,LB,RB
15858,K. Böhnlein,CDM,CDM
15859,N. Peter,ST,ST
15860,R. Parkes,ST,ST
15861,O. Gastrell,CB,CB
15862,I. Stoica,CB,CB
15863,�. Blănaru,ST,ST
15864,A. Al Humayan,CM,CM
15865,C. Whitely,RW,LM
15866,D. Sundaram,CB,CB
15867,R. Jayaraman,ST,ST
15868,D. Bajwa,CDM,CB
15869,C. Villagra,RW,RM
15870,D. Echeverri,ST,ST
15871,J. Mendez,CAM,CAM
15872,L. Chevalier,GK,GK
15873,Raúl Prada,CB,CB
15874,B. Omeragic,CB,CB
15875,A. Ngouyamsa,LB,LB
15876,J. Campaz,LM,RM
15877,M. Meli,RW,RW
15878,J. Romero,ST,ST
15879,J. Blazquez,GK,GK
15880,G. Carvajal,CDM,CDM
15881,T. Vettorel,GK,GK
15882,G. Siadas,LB,RB
15883,L. Ingolotti,GK,GK
15884,M. Vroman,LW,RM
15885,L. Ntumba,GK,GK
15886,G. Azzinnari,ST,ST
15887,Y. Oyanedel,LB,RB
15888,N. Chilvers,CAM,CM
15889,K. Nkuba,RW,RM
15890,J. Neiß,LW,RM
15891,T. Barbet,CB,CB
15892,J. Consbruch,CM,CM
15893,L. Kasten,GK,GK
15894,T. Cuello,LM,RM
15895,M. Żukowski,ST,ST
15896,J. Lankester,ST,RM
15897,Y. Meneses,CAM,CAM
15898,N. Stendera,CM,CM
15899,P. Besong,ST,ST
15900,K. Flanagan,CAM,CAM
15901,A. Semenyo,ST,ST
15902,M. Jørgensen,ST,ST
15903,A. Bakir,RM,RM
15904,P. Borukov,ST,ST
15905,A. Gomez Mancini,CAM,CM
15906,N. Okello,CDM,CM
15907,A. Arroyo,LM,RM
15908,N. Kupusović,ST,ST
15909,F. Greilinger,RM,RM
15910,L. González,CM,CM
15911,J. Lokilo,RM,LM
15912,B. Fleming,LB,LB
15913,L. Guzmán,CF,CAM
15914,P. Webber,CB,CB
15915,C. Higuera,GK,GK
15916,B. Servania,CM,CM
15917,R. Kehr,LM,ST
15918,F. Winther,CB,CB
15919,T. Herbots,GK,GK
15920,Darío Ramos,GK,GK
15921,C. Kelman,ST,ST
15922,Cheon Seong-Hoon,ST,ST
15923,J. Serrano,GK,GK
15924,A. Rowe,RW,LW
15925,F. Tomi,CAM,CM
15926,N. Korkmaz,LM,RM
15927,T. Odusina,CB,CB
15928,L. McCormick,CM,CM
15929,C. Coventry,CM,CM
15930,M. Cooper,GK,GK
15931,I. Mahnashi,CDM,CM
15932,S. Vines,LB,LB
15933,N. Clayton-Phillips,LM,RM
15934,K. Kesgin,CM,CM
15935,S. Grønli,CAM,CAM
15936,T. Knost,CB,RB
15937,K. Dimitriou,CB,CB
15938,B. Galdames,CAM,CAM
15939,L. Leroy,CM,CM
15940,S. Grubac,ST,ST
15941,E. Hottmann,ST,ST
15942,L. van Kleef,CM,CM
15943,J. Leweling,RM,LM
15944,A. Terzic,LB,LB
15945,C. Şen,LM,RM
15946,G. D'Anca,CDM,CM
15947,D. Parra,LB,LB
15948,I. Tapia,CB,CB
15949,M. Rasmussen,RWB,LB
15950,M. Candlin,ST,ST
15951,N. Awuku,RM,ST
15952,F. Adorni,GK,GK
15953,C. Lang,RM,ST
15954,G. McAuley,ST,ST
15955,N. Kastenhofer,CB,CB
15956,Y. Roemer,ST,ST
15957,L. Kryeziu,ST,ST
15958,L. Müller,CAM,CAM
15959,L. Ivanovic,ST,ST
15960,P. Finger,CAM,CM
15961,J. Rennicks,ST,ST
15962,E. Kumah,CAM,RM
15963,A. Catalán,CB,CB
15964,M. Keita,CDM,CDM
15965,Oh Hyun Gyu,ST,RW
15966,M. Hoffmeier,CAM,CAM
15967,L. Sinayoko,ST,ST
15968,L. Dehl,CAM,CM
15969,T. Mißner,LB,LB
15970,E. Vardar,LM,RM
15971,L. Coveliers,CDM,CDM
15972,R. Cunningham,ST,ST
15973,H. St Clair,LW,RM
15974,G. Cuomo,CB,CB
15975,M. Ahumada Acuña,CAM,CAM
15976,M. Sevimler,ST,ST
15977,A. Cavagnera,CDM,CM
15978,G. McGregor,CM,CM
15979,M. Sanders,CM,CM
15980,D. Butterworth,ST,ST
15981,L. Gagliano,ST,ST
15982,O. Skarsem,CM,CM
15983,R. Kobryń,RB,RB
15984,O. Kensdale,CB,CB
15985,J. Krahl,GK,GK
15986,J. Brändle,LB,LB
15987,L. Ihorst,ST,ST
15988,M. Doue,CB,CB
15989,B. Vera,CB,RB
15990,T. Salte,CB,CDM
15991,A. Smith,CM,CM
15992,T. Buchanan,ST,ST
15993,L. Kitching,CB,CB
15994,O. Deman,CAM,CAM
15995,�. Târnovanu,GK,GK
15996,E. Peña Zauner,CAM,LM
15997,K. Yeboah,ST,ST
15998,P. Raitanen,CB,CB
15999,S. Mambo,CDM,CDM
16000,D. Huiberts,CDM,CM
16001,A. Bass,GK,GK
16002,J. Powell,LM,LB
16003,R. Arnold,CDM,CB
16004,O. Kakay,RB,RB
16005,J. Evans,CDM,CDM
16006,Mésaque Djú,RM,ST
16007,T. Smith,ST,ST
16008,K. Kouassivi-Benissan,RW,RM
16009,Javi López,CM,CM
16010,Y. Letard,CB,CB
16011,C. Antwi,LB,RB
16012,J. Debrah,CB,CB
16013,M. Salaba,GK,GK
16014,F. Almada,CB,CB
16015,I. Smith,CM,CM
16016,U. Godwin-Malife,CB,RB
16017,A. Sîntean,RM,LM
16018,C. Zavala,LM,RM
16019,B. Doukansy,CDM,CDM
16020,M. Zaiser,CDM,CDM
16021,J. Rochelt,CAM,CAM
16022,A. Dumiter,ST,ST
16023,M. Opfermann Arcones,CDM,CDM
16024,L. Brassier,LB,LB
16025,Z. Ould Khaled,CDM,CDM
16026,D. Grözinger,LB,RB
16027,R. Zuijderwijk,CAM,CAM
16028,F. Sagman,RB,LB
16029,D. Mitov,GK,GK
16030,O. Rasmussen,RWB,RB
16031,M. Al Mutlaq,RB,RB
16032,L. Hernández,CB,CDM
16033,R. Holden,RM,CAM
16034,D. Nussbaumer,CAM,CM
16035,K. Sadiki,CB,CB
16036,A. Papadopoulos,CDM,CDM
16037,Gabi,CAM,CM
16038,L. Tempelmann,CM,CM
16039,A. Pereira,LB,LB
16040,M. Shinada,CM,CM
16041,L. Schaffran,GK,GK
16042,B. Gabriël,GK,GK
16043,M. Grabowski,LB,LB
16044,I. Hutchinson,CAM,CAM
16045,D. Kinumbe,LB,RB
16046,I. Lushaku,CM,CM
16047,N. Thiede,GK,GK
16048,F. Jäkel,CB,CB
16049,M. Andersson,CB,CB
16050,K. Lidin,CDM,CM
16051,J. Miranda,ST,ST
16052,Q. Lajami,CB,CB
16053,M. López,CAM,CAM
16054,J. Palacios,RM,CAM
16055,R. Senhadji,CB,CB
16056,B. Ozegovic,GK,GK
16057,Moon Jung In,GK,GK
16058,J. Graham,ST,ST
16059,E. McGinty,GK,GK
16060,M. Nadé,CB,CB
16061,V. Nambishi,CDM,RB
16062,Panutche Camará,CM,CM
16063,S. Martin,CM,CM
16064,L. Ritson,CB,CB
16065,T. Righetti,CB,CDM
16066,D. Mercado,CM,CM
16067,Choi Beom Kyung,CM,CM
16068,E. Clarke,LB,RB
16069,M. Bassouamina,LW,ST
16070,T. Hara,ST,ST
16071,J. Farias,CAM,CAM
16072,N. Balongo,ST,ST
16073,L. Cabrera,CM,CM
16074,J. Björkengren,CM,CM
16075,I. Tona,CAM,CAM
16076,A. Van Hoorenbeeck,LB,RB
16077,Y. Diaz,CM,CM
16078,J. Plautz,LB,RB
16079,L. Buzan,RM,RM
16080,R. Zerrouki,CM,CM
16081,N. Zortea,RB,LB
16082,C. Poshoroğlu,RW,RW
16083,A. Jakubiak,ST,ST
16084,L. Ward,GK,GK
16085,R. Corlu,RW,CAM
16086,Cao Yongjing,CAM,ST
16087,N. D'Agostino,ST,ST
16088,I. Chicco,GK,GK
16089,E. Ross,GK,GK
16090,D. Udoh,ST,ST
16091,S. Want,CB,CB
16092,M. Rayman,LB,RB
16093,C. Cockerill-Mollett,LB,LB
16094,J. Lunney,CM,CM
16095,A. Majok,ST,RM
16096,R. McCourt,CDM,CM
16097,J. Keaney,CM,CM
16098,S. Blaney,CB,CB
16099,L. Wade-Slater,RM,LB
16100,S. Coly,ST,ST
16101,J. Brimmer,CM,CM
16102,K. Le Roy,GK,GK
16103,O. Šarkić,ST,ST
16104,P. Sander,CM,CM
16105,M. Sylla,RB,LB
16106,G. Kyrnats,GK,GK
16107,H. Offia,ST,RM
16108,R. Fujimura,CF,ST
16109,Y. Fukuda,LM,CM
16110,B. Abdallah,RB,LB
16111,T. Sopacua,RB,LB
16112,T. Amilivia,ST,ST
16113,Bruno Bertinato,GK,GK
16114,D. Rybchinskiy,RM,CM
16115,D. Traore,LB,LB
16116,D. Aguilar,LB,RB
16117,A. Mayer,LB,LB
16118,J. Apolinarski,RM,RM
16119,S. Lahssaini,CM,CM
16120,L. Diako,RB,RB
16121,A. Lozano,LM,RM
16122,J. Gardiner-Smith,CM,CM
16123,M. Essimi,LM,RM
16124,A. Gözütok,CAM,CAM
16125,R. Allassani,LM,RM
16126,D. O'Halloran,LM,CAM
16127,G. Poynton,RM,CM
16128,J. Ruddy,GK,GK
16129,J. Jiménez,GK,GK
16130,K. Hoven,ST,ST
16131,B. Sabovic,CM,CM
16132,Du Changjie,ST,CAM
16133,L. Fontanesi,RB,RB
16134,E. Kaja,CAM,RM
16135,L. Thomas,GK,GK
16136,N. Tzanev,GK,GK
16137,N. Hoffmann,CB,CB
16138,K. Miyazaki,CAM,CM
16139,S. Sinyan,CB,CDM
16140,A. Al Yousif,LB,RB
16141,C. Levingston,CDM,CM
16142,T. Damsgaard,RB,LB
16143,A. Majrashi,CDM,CDM
16144,M. Sprang,GK,GK
16145,D. Reiter,ST,ST
16146,A. Ba Masoud,LWB,LB
16147,Yang Shuai,CB,CB
16148,S. Rentería,ST,ST
16149,O. Solbakken,RW,RM
16150,C. Manley,RB,RB
16151,Zhang Lingfeng,RM,RM
16152,K. Fatkić,CM,CM
16153,E. Pauchet,GK,GK
16154,J. Cobián,LM,RM
16155,J. Vahtera,CAM,CAM
16156,L. Ríos,RM,RM
16157,S. Hostikka,LM,RM
16158,E. Holt,CB,CB
16159,M. Târșă,CM,CM
16160,D. Quiñones,RB,LB
16161,B. Kramer,ST,ST
16162,L. Kwadwo,CB,RB
16163,D. Carlson,LB,RB
16164,M. Cicconi,LM,RM
16165,H. Al Ameri,RB,RB
16166,T. Rambaud,ST,ST
16167,M. Stefandl,RW,ST
16168,E. Sepil,LB,LB
16169,H. Estupiñan,ST,ST
16170,M. Bonne,ST,ST
16171,D. Borra,GK,GK
16172,R. Donelon,LB,LB
16173,A. Pearce,GK,GK
16174,M. Awaji,GK,GK
16175,M. Kiilerich,CB,CB
16176,D. Kane,LB,CB
16177,C. Lewis,CM,CM
16178,J. McGarry,LW,LB
16179,M. Tokida,CB,CB
16180,Y. Ben El-Mhanni,LM,LM
16181,O. Patrick,ST,ST
16182,N. Insfrán,GK,GK
16183,M. Ranmark,GK,GK
16184,A. Weidinger,GK,GK
16185,B. Kavlak,ST,ST
16186,Zhang Huachen,CDM,CDM
16187,N. Logue,CB,CB
16188,Luo Hao,CB,CB
16189,R. Deprem,ST,ST
16190,J. Hanek,CM,CM
16191,Fabio,CB,CB
16192,J. Rivas,CAM,CM
16193,G. Szymusik,RB,RB
16194,Y. Al Harbi,CDM,CDM
16195,Zu Pengchao,CAM,CM
16196,M. Rouzies,CB,CB
16197,C. Villalba,CM,CM
16198,W. Loeper,CM,CM
16199,R. Takao,CB,CDM
16200,E. Holten,ST,ST
16201,A. Al Hejaili,LM,RM
16202,K. Wallace,LB,CM
16203,S. Tsveiba,CB,CB
16204,L. Jones,CB,CB
16205,M. Soldo,GK,GK
16206,S. Moore,GK,GK
16207,M. Smith,CM,CM
16208,G. O'Neill,CM,CM
16209,H. Al Ruwaili,RB,RB
16210,M. Gillesphey,LB,RB
16211,T. Campbell,ST,ST
16212,R. Broom,RWB,LB
16213,F. Pizzicanella,GK,GK
16214,N. Marfelt,LB,LB
16215,J. Albrecht,GK,GK
16216,M. Lenes,GK,GK
16217,M. Ogkmpoe,ST,ST
16218,E. Dick,GK,GK
16219,D. Sváček,GK,GK
16220,M. Siby,CDM,CDM
16221,J. Reyes,CB,CB
16222,W. Sell,RB,CB
16223,T. Pedersen,LM,CM
16224,A. Peyrelade,LB,RB
16225,M. Al Moqahwi,GK,GK
16226,A. Roscrow,ST,ST
16227,E. Cuevas,CAM,CAM
16228,H. Kavaklıdere,RM,RM
16229,S. Tanaka,CB,CB
16230,G. Murillo,ST,ST
16231,D. Barnes,GK,GK
16232,E. Stokes,ST,ST
16233,G. Smith,GK,GK
16234,M. Sætra,GK,GK
16235,J. McDonnell,GK,GK
16236,N. Senzemba,LB,RB
16237,J. Maddison,GK,GK
16238,M. Jawhar,GK,GK
16239,H. Rodgers,RB,RB
16240,H. Adamczyk,CM,CM
16241,S. Takahashi,LB,RB
16242,Gao Huaze,LM,ST
16243,C. Mosquera,GK,GK
16244,S. Mauritz-Hansen,ST,ST
16245,R. Alm,RW,RM
16246,T. Blackmon,RB,RB
16247,G. Wild,ST,ST
16248,Na Sung Eun,LM,RM
16249,D. Fontani,CB,CB
16250,P. Sokołowski,CDM,CDM
16251,D. Riccardi,CB,CB
16252,S. Liseth,ST,ST
16253,Maxwell,ST,RM
16254,M. Geran,ST,ST
16255,O. Chatziterzoglou,CB,CB
16256,J. González,LW,ST
16257,D. James,RM,RM
16258,M. Blakstad,CM,CM
16259,A. Delgado,CAM,CM
16260,M. Reinthaler,CM,CM
16261,R. Swan,ST,ST
16262,A. Torres,GK,GK
16263,Yu In Soo,CAM,ST
16264,B. Wright,ST,ST
16265,R. Åstedt,CB,CDM
16266,Kim Woo Hong,LW,RM
16267,P. Marie,RB,RB
16268,T. Mizutani,RM,RM
16269,Jero Lario,GK,GK
16270,B. Zahn,ST,ST
16271,M. Paluli,RB,LB
16272,M. Netolitzky,GK,GK
16273,C. Mafoumbi,GK,GK
16274,N. Boyle,ST,ST
16275,S. Hornby,GK,GK
16276,B. Tollitt,RM,LM
16277,K. Ishikawa,GK,GK
16278,H. Ghazwani,CAM,CAM
16279,A. Al Riou,LB,CB
16280,D. Padilla,CDM,CM
16281,A. Klimczak,LB,RB
16282,G. Pozos,GK,GK
16283,Y. Mizobuchi,RB,LB
16284,G. Deac,RM,RM
16285,C. Fara,CB,CB
16286,A. Al Sultan,CDM,CM
16287,H. Al Dawsari,LB,RB
16288,Feng Gang,CM,CM
16289,Wu Yizhen,LM,RM
16290,Zhang Chenlong,LB,RB
16291,R. Sharahili,CDM,CDM
16292,E. Boyle,RB,RB
16293,E. González,ST,ST
16294,J. Ogedi-Uzokwe,LM,ST
16295,M. Staniszewski,GK,GK
16296,J. Archer,ST,ST
16297,O. Sverrisson,LB,RB
16298,C. Marín,CM,CM
16299,Danny Esteves,LM,RM
16300,O. Patla,CAM,CM
16301,V. Noring,GK,GK
16302,A. Al Safri,CDM,CM
16303,P. Nagarajan,GK,GK
16304,G. Andronic,CAM,CAM
16305,M. Awadh,CAM,CAM
16306,K. Chvedukas,CDM,CM
16307,O. Thychosen,LM,ST
16308,Chang Feiya,LW,RM
16309,Li Shenglong,ST,ST
16310,Han Xuan,CB,CB
16311,R. Salcedo,GK,GK
16312,N. Geertsen,CB,CB
16313,Wilson Carvalho,RW,RM
16314,K. Ellison,LM,ST
16315,S. Farelli,GK,GK
16316,D. Pender,RB,CM
16317,B. Murphy,GK,GK
16318,K. Cowan,CB,CB
16319,P. Edwards,RB,CDM
16320,L. Héloïse,CDM,CB
16321,Li Benjian,LM,CM
16322,Zhang Chong,GK,GK
16323,Han Feng,GK,GK
16324,Geng Xiaofeng,GK,GK
16325,Ryang Yong Gi,CF,CM
16326,K. Miljević,RM,CAM
16327,J. Carroll,LB,LB
16328,A. Buxton,RB,CDM
16329,Lee Kwang Jin,RB,CM
16330,M. Özen,RB,LB
16331,A. Al Yousef,LB,LB
16332,K. Juraszek,CB,CB
16333,L. Italiano,GK,GK
16334,Lü Peng,CM,RB
16335,Dong Chunyu,GK,GK
16336,F. Melivilo,LM,ST
16337,Du Wenyang,RB,CM
16338,D. Ogawa,LM,RB
16339,Y. Fujita,CB,CB
16340,P. Silfwer,CM,CM
16341,M. Nottingham,RB,RB
16342,Wang Weilong,CB,CB
16343,Wang Kai,CDM,CDM
16344,B. Trowley,GK,GK
16345,S. Tillmanson,LWB,RB
16346,H. Crookside,CM,CM
16347,J. Popelard,CM,CM
16348,J. Holúbek,LB,LB
16349,Y. Radionov,ST,ST
16350,D. Bartl,RM,CM
16351,S. Hazzam,RM,RM
16352,T. Agarwal,LM,RB
16353,A. Varkay,LB,RB
16354,C. Palan,CM,LB
16355,M. Al Sahli,LM,CAM
16356,H. Ivanov,GK,GK
16357,J. Rowland,CAM,CAM
16358,M. Daramy,ST,ST
16359,L. Stergiou,CB,CB
16360,J. Gelhardt,ST,ST
16361,R. Schofield,GK,GK
16362,D. Spence,RB,LB
16363,S. Giménez,ST,ST
16364,E. Ceide,RW,RM
16365,J. Weir,CM,CM
16366,D. Szot,CB,CDM
16367,R. Nizet,LB,LB
16368,T. Dele-Bashiru,CM,CM
16369,L. Ashby-Hammond,GK,GK
16370,F. Godoy,CB,CB
16371,I. Sauter,CB,CB
16372,C. Terán,CB,CB
16373,S. Moreno,CM,CM
16374,J. Bowler,RM,RM
16375,J. Kitolano,CM,CM
16376,R. Burton,CAM,CM
16377,J. Steiger,CM,CM
16378,S. Väänänen,CM,CM
16379,Kim Tae Hwan,CB,CB
16380,S. Kokovas,LB,LB
16381,J. Gómez,LB,LB
16382,M. Johnsen,CAM,CAM
16383,J. Neufville,ST,ST
16384,R. Ruiz,ST,ST
16385,L. Mack,CB,CB
16386,D. Nemeth,CB,CB
16387,T. Bakinson,CM,CM
16388,J. Sbarra,CM,CM
16389,J. McAtee,ST,ST
16390,L. Kunga,LM,RM
16391,H. Brockbank,RB,CB
16392,M. Napa,RM,RM
16393,M. Collins,CB,CB
16394,J. Funke,LB,LB
16395,M. Prinz,GK,GK
16396,A. Bates,CM,CM
16397,G. Dietsch,GK,GK
16398,C. Blanco,LB,LB
16399,I. Powell,LB,CM
16400,J. Knowles,ST,ST
16401,R. Harker,ST,ST
16402,B. Lasme,ST,ST
16403,L. Maloney,CB,CM
16404,J. Lindstrøm,LW,CAM
16405,J. Truque,GK,GK
16406,S. Van Dessel,CDM,CM
16407,E. Del Prato,CDM,CM
16408,J. Bedeau,CB,CB
16409,H. Al Geed,RM,RM
16410,D. Duncan,CM,CM
16411,L. Burgess,CM,CM
16412,A. Manzur,CM,CM
16413,B. Maguire,CB,CB
16414,C. Gutiérrez,RM,CM
16415,T. Koch,CDM,CDM
16416,K. Castañeda,LM,RM
16417,O. Yaman,LM,RM
16418,H. Tombakti,CB,CB
16419,S. Jamieson,ST,ST
16420,P. Horschig,CDM,CDM
16421,P. Osterhage,CM,CM
16422,R. Bouallak,GK,GK
16423,J. Hugonet,CB,CB
16424,A. Casar,CM,CM
16425,S. Matoug,CAM,CAM
16426,A. Lô,CB,CB
16427,I. Reyes,CM,CM
16428,O. Uzun,ST,ST
16429,S. Șerban,LB,LB
16430,S. McWilliams,CM,CM
16431,R. Pyke,ST,ST
16432,W. Jääskeläinen,GK,GK
16433,J. Castanheira,GK,GK
16434,J. Vokins,LB,LB
16435,A. Zeka,RM,RW
16436,J. Delianov,GK,GK
16437,E. Toal,CB,CB
16438,J. Morton,CM,CM
16439,S. Al Selouli,LM,RM
16440,C. Morton,ST,ST
